quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,property_category_ar
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,1,1050000.0,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,18,16361475.82,1662.257559,قطعة أرض-سكنى
2020Q2,2020,2,المنطقة الشرقية,Dammam,Residential,4,2020000.0,,قطعة أرض-سكنى
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,1,690000.0,,قطعة أرض-سكنى
2019Q3,2019,3,المنطقة الشرقية,Dammam,Residential,2,1475000.0,,قطعة أرض-سكنى
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,2,1059000.0,,قطعة أرض-سكنى
2018Q4,2018,4,المنطقة الشرقية,Dammam,Residential,3,1360468.93,,قطعة أرض-سكنى
2021Q4,2021,4,المنطقة الشرقية,Dammam,Residential,8,6126499.0,1498.921243,قطعة أرض-سكنى
2018Q1,2018,1,المنطقة الشرقية,Dammam,Residential,1,732000.0,,قطعة أرض-سكنى
2021Q1,2021,1,المنطقة الشرقية,Dammam,Residential,4,2771792.23,,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Commercial,1,1000000.0,,قطعة أرض-تجارى
2019Q4,2019,4,منطقة الرياض,Riyadh,Commercial,1,640000.0,,قطعة أرض-تجارى
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,1,5500000.0,,قطعة أرض-تجارى
2023Q3,2023,3,منطقة الرياض,Riyadh,Commercial,7,11298000.0,2488.284433,قطعة أرض-تجارى
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,8,15555785.71,1717.123387,قطعة أرض-تجارى
2022Q1,2022,1,منطقة الرياض,Riyadh,Commercial,10,26000586.99,2496.322493,قطعة أرض-تجارى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,11,9022409.11,1319.983673,قطعة أرض-سكنى
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,2,7161000.0,,قطعة أرض-سكنى
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,38,7168737.49,483.245775,قطعة أرض-سكنى
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,33,24802775.0,1184.477277,قطعة أرض-سكنى
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,31,27152308.23,1862.932753,قطعة أرض-سكنى
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,21,14151339.58,1094.628249,قطعة أرض-سكنى
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,40,50985179.37,1623.530296,قطعة أرض-سكنى
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,37,21224529.0,931.676657,قطعة أرض-سكنى
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,35,27632965.0,1584.199579,قطعة أرض-سكنى
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,26,16335000.0,1217.969687,قطعة أرض-سكنى
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,67,52720367.65,1270.105828,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,70,50057901.38,1301.712966,قطعة أرض-سكنى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,1732,855277495.44,757.391494,قطعة أرض-سكنى
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,1446,443423256.99,404.544801,قطعة أرض-سكنى
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,2010,489680108.96,286.343969,قطعة أرض-سكنى
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,3219,517560083.67,177.746013,قطعة أرض-سكنى
2021Q2,2021,2,المنطقة الشرقية,Dammam,Residential,16,31286290.0,1969.387288,قطعة أرض-سكنى
2020Q4,2020,4,منطقة تبوك,Tabuk,Residential,2,340500.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة تبوك,Tabuk,Commercial,2,1356000.0,,قطعة أرض-تجارى
2019Q3,2019,3,منطقة تبوك,Tabuk,Commercial,2,1589000.0,,قطعة أرض-تجارى
2022Q3,2022,3,منطقة تبوك,Tabuk,Commercial,1,800000.0,,قطعة أرض-تجارى
2018Q4,2018,4,منطقة تبوك,Tabuk,Commercial,1,800000.0,,قطعة أرض-تجارى
2021Q4,2021,4,منطقة تبوك,Tabuk,Commercial,1,1500000.0,,قطعة أرض-تجارى
2019Q2,2019,2,منطقة تبوك,Tabuk,Residential,4,1790000.0,,قطعة أرض-سكنى
2022Q2,2022,2,منطقة تبوك,Tabuk,Residential,11,5678975.0,1082.807861,قطعة أرض-سكنى
2018Q3,2018,3,منطقة تبوك,Tabuk,Residential,2,1250000.0,,قطعة أرض-سكنى
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,9,6633000.0,1267.506059,قطعة أرض-سكنى
2020Q4,2020,4,منطقة تبوك,Tabuk,Residential,2,2000000.0,,قطعة أرض-سكنى
2020Q3,2020,3,المنطقة الشرقية,Dammam,Residential,39,52837159.0,1360.691682,قطعة أرض-سكنى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Residential,42,47761492.88,1375.144209,قطعة أرض-سكنى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Residential,57,48654946.12,1173.468231,قطعة أرض-سكنى
2023Q3,2023,3,المنطقة الشرقية,Dammam,Residential,5,2370000.0,,قطعة أرض-سكنى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Residential,5,3182500.0,,قطعة أرض-سكنى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Residential,4,2031500.0,,قطعة أرض-سكنى
2018Q2,2018,2,المنطقة الشرقية,Dammam,Residential,47,52091477.21,1363.340888,قطعة أرض-سكنى
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,304,1308918098.11,1084.123134,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,29,21069371.49,1382.284647,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,1013,869395219.68,1392.913016,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,2108,1218840181.5,821.064561,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,3038,1161078686.59,505.692197,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,3389,999745141.13,348.780697,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,15,3313600.0,1020.469334,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,14,5042970.0,1244.434115,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,14,2858550.0,938.283955,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,7,2118000.0,771.666007,قطعة أرض-سكنى
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,1,2000000.0,,قطعة أرض-تجارى
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Commercial,2,1653587.0,,قطعة أرض-تجارى
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Commercial,1,15000000.0,,قطعة أرض-تجارى
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Commercial,2,1900000.0,,قطعة أرض-تجارى
2019Q1,2019,1,منطقة مكة المكرمة,Makkah,Commercial,2,750000.0,,قطعة أرض-تجارى
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Commercial,1,625000.0,,قطعة أرض-تجارى
2023Q3,2023,3,منطقة مكة المكرمة,Makkah,Residential,6,3550000.0,1568.62745,قطعة أرض-سكنى
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Residential,13,11990000.0,2002.211724,قطعة أرض-سكنى
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Residential,24,16325820.0,1541.154363,قطعة أرض-سكنى
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Commercial,3,3391117.0,,قطعة أرض-تجارى
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Commercial,3,2300000.0,,قطعة أرض-تجارى
2018Q4,2018,4,منطقة مكة المكرمة,Makkah,Commercial,2,2100000.0,,قطعة أرض-تجارى
2018Q1,2018,1,منطقة مكة المكرمة,Makkah,Commercial,2,2742414.39,,قطعة أرض-تجارى
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Residential,1,350000.0,,قطعة أرض-سكنى
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Residential,1,900000.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Makkah,Commercial,4,5300000.0,,قطعة أرض-تجارى
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Commercial,3,2600000.0,,قطعة أرض-تجارى
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Residential,16,11287400.33,1490.830886,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,20,66744280.0,3738.371672,قطعة أرض-سكنى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,6,5420000.0,1709.351654,قطعة أرض-سكنى
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,9,15674009.47,2845.757998,قطعة أرض-سكنى
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,2,3850000.64,,قطعة أرض-سكنى
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Commercial,1,4300000.0,,قطعة أرض-تجارى
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Commercial,1,4880000.0,,قطعة أرض-تجارى
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Commercial,3,132489164.0,,قطعة أرض-تجارى
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Commercial,3,1900000.0,,قطعة أرض-تجارى
2019Q2,2019,2,منطقة المدينة المنورة,Madinah,Commercial,1,507000.0,,قطعة أرض-تجارى
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Commercial,1,129870944.0,,قطعة أرض- زراعي
2023Q3,2023,3,منطقة المدينة المنورة,Madinah,Commercial,1,8000000.0,,قطعة أرض-تجارى
2019Q1,2019,1,منطقة المدينة المنورة,Madinah,Commercial,1,230000.0,,قطعة أرض-تجارى
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Residential,2,264444.44,,قطعة أرض-سكنى
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,12,18614845.67,1684.215783,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,19,4668000.0,567.436619,قطعة أرض-سكنى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,199,144493563.26,1441.989331,قطعة أرض-سكنى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,15,44289435.92,4491.933201,قطعة أرض-سكنى
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,6,25934785.47,2732.477733,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,7,20906216.15,6095.511958,قطعة أرض-سكنى
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,15,52556667.68,3145.797815,قطعة أرض-سكنى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,10,91860893.96,6369.202392,قطعة أرض-سكنى
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,578,57389995.0,204.366218,قطعة أرض-سكنى
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,1029,337822512.0,724.088029,قطعة أرض-سكنى
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,7,16409100.0,2655.970098,قطعة أرض-سكنى
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Residential,14,6795812.0,777.347773,قطعة أرض-سكنى
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,26,8762294.0,461.959012,قطعة أرض-سكنى
2018Q4,2018,4,منطقة المدينة المنورة,Madinah,Residential,21,5014778.3,266.587132,قطعة أرض-سكنى
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Residential,1,500000.0,,قطعة أرض-سكنى
2018Q4,2018,4,منطقة مكة المكرمة,Makkah,Residential,1,168269.25,,قطعة أرض-سكنى
2018Q4,2018,4,منطقة مكة المكرمة,Makkah,Residential,8,2359565.51,2386.990899,فيلا
2018Q1,2018,1,منطقة مكة المكرمة,Makkah,Residential,2,1000000.0,,فيلا
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Commercial,163,125770958.0,970.101246,قطعة أرض-تجارى
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Commercial,78,372871839.0,1435.358158,قطعة أرض-تجارى
2020Q2,2020,2,المنطقة الشرقية,Dammam,Residential,3,915600.0,,قطعة أرض-سكنى
2019Q3,2019,3,المنطقة الشرقية,Dammam,Residential,3,980000.0,,قطعة أرض-سكنى
2018Q4,2018,4,المنطقة الشرقية,Dammam,Residential,5,2364120.0,,قطعة أرض-سكنى
2018Q1,2018,1,المنطقة الشرقية,Dammam,Residential,7,3059870.0,1011.051425,قطعة أرض-سكنى
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,11,3515000.0,991.040803,قطعة أرض-سكنى
2020Q4,2020,4,المنطقة الشرقية,Dammam,Residential,8,3750400.0,1130.610224,قطعة أرض-سكنى
2020Q1,2020,1,المنطقة الشرقية,Dammam,Residential,2,1129680.0,,قطعة أرض-سكنى
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,7,15910604.55,4414.702901,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,1,200000.0,,قطعة أرض-سكنى
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,30,13367900.0,748.0,قطعة أرض-سكنى
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,17,6042001.0,575.954415,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,1,1600000.0,,قطعة أرض-سكنى
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,5,16088000.0,,قطعة أرض-سكنى
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,90,23861005.0,402.17455,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,8,7150000.0,1404.255319,قطعة أرض-سكنى
2018Q1,2018,1,منطقة المدينة المنورة,Madinah,Residential,11,2131900.0,243.321844,قطعة أرض-سكنى
2023Q3,2023,3,منطقة المدينة المنورة,Madinah,Residential,2,1542861.0,,قطعة أرض-سكنى
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Residential,5,14350124.5,,قطعة أرض-سكنى
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Residential,3,3252544.0,,قطعة أرض-سكنى
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Commercial,2,490000.0,,قطعة أرض-تجارى
2023Q2,2023,2,منطقة المدينة المنورة,Madinah,Commercial,14,10700894.67,1284.870977,قطعة أرض-تجارى
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Commercial,9,12733706.15,340.468306,قطعة أرض-تجارى
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Commercial,20,12347917.0,1057.937842,قطعة أرض-تجارى
2018Q4,2018,4,منطقة المدينة المنورة,Madinah,Commercial,5,1815500.0,,قطعة أرض-تجارى
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Commercial,9,5213870.0,639.890811,قطعة أرض-تجارى
2018Q1,2018,1,منطقة المدينة المنورة,Madinah,Commercial,4,2165000.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة المدينة المنورة,Madinah,Commercial,18,6310000.0,374.139923,قطعة أرض-تجارى
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Residential,4,14537933.0,,قطعة أرض-سكنى
2021Q3,2021,3,منطقة المدينة المنورة,Madinah,Residential,1,255000.0,,قطعة أرض-سكنى
2020Q1,2020,1,منطقة المدينة المنورة,Madinah,Residential,1,190000.0,,قطعة أرض-سكنى
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Residential,2,430000.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة المدينة المنورة,Madinah,Residential,32,15408674.0,734.244586,قطعة أرض-سكنى
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Residential,51,39779627.0,854.36246,قطعة أرض-سكنى
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Residential,36,18135403.0,673.132885,قطعة أرض-سكنى
2021Q1,2021,1,منطقة المدينة المنورة,Madinah,Residential,50,16466724.2,469.13607,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,1,230000.0,,قطعة أرض-سكنى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,5,2192096.0,,قطعة أرض-سكنى
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,15,6875427.5,981.568931,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,5,5315523.56,,قطعة أرض-سكنى
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,13,5439874.0,797.014454,قطعة أرض-سكنى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,9,6220444.0,1213.782823,قطعة أرض-سكنى
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,4,2052922.52,,قطعة أرض-سكنى
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,1,100000.0,,شقة
2021Q1,2021,1,منطقة تبوك,Tabuk,Commercial,1,206000.0,,قطعة أرض-تجارى
2022Q1,2022,1,منطقة تبوك,Tabuk,Residential,1,200000.0,,قطعة أرض-سكنى
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,1,500000.0,,قطعة أرض-سكنى
2021Q2,2021,2,منطقة تبوك,Tabuk,Residential,1,10000000.0,,قطعة أرض-سكنى
2021Q1,2021,1,منطقة تبوك,Tabuk,Residential,2,400000.0,,قطعة أرض-سكنى
2019Q2,2019,2,منطقة تبوك,Tabuk,Residential,1,2250791.0,,قطعة أرض-سكنى
2018Q3,2018,3,منطقة تبوك,Tabuk,Residential,1,896994.0,,قطعة أرض-سكنى
2019Q4,2019,4,منطقة تبوك,Tabuk,Residential,1,1016800.0,,قطعة أرض-سكنى
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,9,7285909.29,1696.060498,قطعة أرض-سكنى
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,4,1830000.0,,قطعة أرض-سكنى
2021Q4,2021,4,المنطقة الشرقية,Dammam,Residential,2,455551.0,,قطعة أرض-سكنى
2021Q1,2021,1,المنطقة الشرقية,Dammam,Residential,7,3550316.0,1166.804282,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,13,11110368.44,2033.764209,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Residential,3,2280000.0,,قطعة أرض-سكنى
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Residential,2,162000.0,,قطعة أرض-سكنى
2023Q3,2023,3,منطقة مكة المكرمة,Makkah,Residential,1,300000.0,,قطعة أرض-سكنى
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Residential,3,840000.0,,قطعة أرض-سكنى
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Residential,2,830000.0,,قطعة أرض-سكنى
2019Q1,2019,1,منطقة مكة المكرمة,Makkah,Residential,4,3140000.0,,قطعة أرض-سكنى
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Residential,4,2156000.0,,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Makkah,Residential,1,2600000.0,,قطعة أرض-سكنى
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Commercial,1,2589795.0,,قطعة أرض-تجارى
2021Q2,2021,2,منطقة المدينة المنورة,Madinah,Commercial,1,906000.0,,قطعة أرض-تجارى
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Residential,1,260000.0,,قطعة أرض-سكنى
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,1,355586.0,,قطعة أرض-سكنى
2018Q4,2018,4,منطقة المدينة المنورة,Madinah,Residential,1,500000.0,,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,14,25723289.72,3909.919404,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,379,197500790.75,1083.120635,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,271,115326207.0,865.403878,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,319,93645995.46,549.597865,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,216,52005408.0,407.220539,قطعة أرض-سكنى
2018Q1,2018,1,منطقة مكة المكرمة,Jeddah,Residential,3,380000.0,,قطعة أرض-سكنى
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Commercial,1,1100000.0,,قطعة أرض-تجارى
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Commercial,1,6000.0,,قطعة أرض-تجارى
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Commercial,1,20000.0,,قطعة أرض-تجارى
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,21,52880774.0,2940.538363,قطعة أرض-سكنى
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,3,575800.0,,قطعة أرض-سكنى
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,3,750000.0,,قطعة أرض-سكنى
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,5,1040000.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,51,68329368.6,5126.942269,قطعة أرض-سكنى
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,20,21512004.0,5014.498467,قطعة أرض-سكنى
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,4,243750.6,,قطعة أرض-سكنى
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,6,1520000.0,1532.924553,قطعة أرض-سكنى
2021Q2,2021,2,منطقة جازان,Jazan,Commercial,2,501000.0,,قطعة أرض- زراعي
2020Q3,2020,3,منطقة جازان,Jazan,Commercial,3,601000.0,,قطعة أرض- زراعي
2019Q4,2019,4,منطقة جازان,Jazan,Commercial,1,100000.0,,قطعة أرض- زراعي
2022Q1,2022,1,منطقة جازان,Jazan,Commercial,2,3350000.0,,قطعة أرض-تجارى
2018Q1,2018,1,منطقة جازان,Jazan,Commercial,1,2500000.0,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة جازان,Jazan,Commercial,2,15020000.0,,قطعة أرض- زراعي
2020Q4,2020,4,منطقة جازان,Jazan,Commercial,2,2400000.0,,قطعة أرض- زراعي
2020Q1,2020,1,منطقة جازان,Jazan,Commercial,3,2800000.0,,قطعة أرض- زراعي
2021Q2,2021,2,منطقة جازان,Jazan,Residential,1,200000.0,,قطعة أرض-سكنى
2022Q4,2022,4,منطقة جازان,Jazan,Residential,1,25500.0,,قطعة أرض-سكنى
2018Q4,2018,4,منطقة جازان,Jazan,Commercial,2,2095000.0,,قطعة أرض- زراعي
2021Q3,2021,3,منطقة جازان,Jazan,Residential,1,3240000.0,,قطعة أرض-سكنى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Residential,115,138909391.52,705.607842,قطعة أرض-سكنى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Residential,4,1273919.0,,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,14,16402500.0,1329.245817,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,15,19517007.0,3909.100025,قطعة أرض-سكنى
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,3,1792141.0,,قطعة أرض-سكنى
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,5,1399266.0,,قطعة أرض-سكنى
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,4,1020000.0,,قطعة أرض-سكنى
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,5,1917000.0,,قطعة أرض-سكنى
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,9,4901416.96,999.447442,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,15,14817348.07,1955.286911,قطعة أرض-سكنى
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,1,1200000.0,,قطعة أرض-سكنى
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,1,1400000.0,,قطعة أرض-سكنى
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,2,3436548.23,,قطعة أرض-سكنى
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,2,1180000.0,,قطعة أرض-سكنى
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,8,3300000.03,915.378676,قطعة أرض-سكنى
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,5,1720000.0,,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,4,3590960.0,,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,10,16861597.25,3964.680381,قطعة أرض-سكنى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,9,12394555.23,3363.276038,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,8,6952165.0,1955.62227,قطعة أرض-سكنى
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,72,32101680.0,691.04585,قطعة أرض-سكنى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,9,5333414.47,1283.588768,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,5,1980000.0,,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,5,2473863.0,,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,5,3227760.0,,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,6,2530370.0,1224.747474,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,22,48470800.0,1983.724689,قطعة أرض-سكنى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,13,15320505.0,1690.167798,قطعة أرض-سكنى
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,25,22377038.0,1693.168982,قطعة أرض-سكنى
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,26,33830000.0,1488.958365,قطعة أرض-سكنى
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,23,63624970.0,2427.062299,قطعة أرض-سكنى
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,25,29433918.0,2139.706314,قطعة أرض-سكنى
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,31,30224943.1,1810.338465,قطعة أرض-سكنى
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,16,12540600.0,1412.822299,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,196,83344520.0,885.460667,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Commercial,2,36727644.0,,قطعة أرض-تجارى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Commercial,5,200318867.6,,قطعة أرض-تجارى
2023Q2,2023,2,المنطقة الشرقية,Dammam,Commercial,3,5110000.0,,قطعة أرض-تجارى
2022Q3,2022,3,المنطقة الشرقية,Dammam,Commercial,1,1500000.0,,قطعة أرض-تجارى
2021Q4,2021,4,المنطقة الشرقية,Dammam,Commercial,6,13361062.0,2100.0,قطعة أرض-تجارى
